,date_crawled,car_name,price_EUR,ab_test,vehicle_type,registration_year,transmission,power_ps,model,odometer_km,registration_month,fuel_type,brand,unrepaired_damage,ad_created,postal_code,last_seen
883,3/8/2016 20:37,Citroën_C4_Picasso_VTi_120_Selection,10999,control,bus,2012,manuell,120,c4,50000,6,benzin,citroen,nein,3/8/2016 0:00,12681,3/9/2016 22:16
884,3/11/2016 17:37,Mercedes_Benz_C_220_CDI_DPF__BlueEFFICIENCY__7G_TRONIC,17200,control,limousine,2012,automatik,170,c_klasse,100000,10,diesel,mercedes_benz,nein,3/11/2016 0:00,90478,3/31/2016 1:15
885,3/23/2016 13:40,Audi_A3_2.0_TDI_Sportback_Ambition,23550,test,kombi,2014,manuell,150,a3,30000,4,diesel,audi,nein,3/23/2016 0:00,91183,4/5/2016 13:45
886,3/16/2016 12:25,Opel_Vivaro_1.6_BiTurbo_CDTI_Navi,20750,control,bus,2016,manuell,125,vivaro,5000,2,diesel,opel,ja,3/16/2016 0:00,60528,4/5/2016 15:17
887,3/19/2016 10:56,Opel_Astra_1.8_Caravan_Sport,3450,test,kombi,2004,manuell,125,astra,150000,10,benzin,opel,nein,3/19/2016 0:00,83666,3/20/2016 12:44
888,4/6/2016 8:36,Opel_Zafira_2.2_Selection_Executive,799,test,bus,2001,automatik,147,zafira,150000,5,benzin,opel,nein,4/6/2016 0:00,33330,4/6/2016 8:36
889,3/10/2016 22:46,Dodge_Challenger,22900,control,coupe,2014,automatik,309,Unknown,60000,3,benzin,sonstige_autos,nein,3/10/2016 0:00,63654,3/11/2016 12:16
890,3/29/2016 20:42,Volkswagen_Passat_Variant_1.9_TDI,2100,test,kombi,2003,manuell,131,passat,150000,4,diesel,volkswagen,nein,3/29/2016 0:00,92526,4/2/2016 9:16
891,3/15/2016 19:45,Opel_Astra_GTC_1.4_Edition,4600,control,limousine,2007,manuell,90,astra,90000,4,benzin,opel,nein,3/15/2016 0:00,44879,4/4/2016 20:47
892,3/20/2016 20:43,Ford_Focus_Turnier_1.6_16V_Ambiente,3200,test,kombi,2007,manuell,101,focus,150000,7,benzin,ford,nein,3/20/2016 0:00,45889,4/7/2016 4:47
894,4/4/2016 14:53,Renault_Rapid_RN75__CL75_,1000,test,kombi,1997,manuell,75,andere,150000,2,benzin,renault,nein,4/4/2016 0:00,56767,4/6/2016 16:17
895,4/3/2016 10:46,Skoda_Octavia_1.9_TDI_Edition_100,2700,control,limousine,2006,manuell,105,octavia,150000,12,diesel,skoda,nein,4/3/2016 0:00,80538,4/3/2016 10:46
896,3/29/2016 11:51,Renault_Kagoo,500,test,bus,1998,manuell,56,kangoo,150000,6,benzin,renault,nein,3/29/2016 0:00,23560,3/29/2016 11:51
897,3/22/2016 23:58,Ford_Focus_2.5_ST,8499,test,limousine,2007,manuell,226,focus,150000,2,benzin,ford,nein,3/22/2016 0:00,72622,4/7/2016 5:45
898,3/23/2016 11:25,Opel_Corsa_B__Model_Viva_1_2_12V___65_PS__TÜV_12/17__Tuning,749,test,kleinwagen,1999,manuell,65,corsa,150000,6,benzin,opel,nein,3/23/2016 0:00,56283,4/3/2016 12:50
899,3/17/2016 19:59,Renault_Twingo_1.2_16V_Privilege,1500,control,kleinwagen,2002,manuell,75,twingo,150000,7,benzin,renault,nein,3/17/2016 0:00,10115,4/7/2016 8:15
900,3/21/2016 19:45,"Opel_Combo_1.3_CDTI_mit_Schlaffunktion_""Mini_Camper""",4850,test,bus,2010,manuell,75,combo,125000,6,diesel,opel,nein,3/21/2016 0:00,24105,4/6/2016 21:47
901,3/20/2016 19:38,Volkswagen_Golf_2.3_V5_4Motion,2550,test,limousine,2001,manuell,170,golf,150000,6,benzin,volkswagen,nein,3/20/2016 0:00,87616,4/7/2016 3:17
902,3/7/2016 12:00,Volkswagen_Touran_1.4_TSI_DSG_Comfortline,16200,test,bus,2012,automatik,140,touran,70000,9,benzin,volkswagen,nein,3/7/2016 0:00,16341,3/21/2016 3:15
903,3/17/2016 23:57,Renault_Clio_1.4_Klima,1200,control,kleinwagen,2000,manuell,75,clio,150000,1,benzin,renault,nein,3/17/2016 0:00,67065,3/18/2016 3:52
904,4/4/2016 11:52,Peugeot_306_XS_/_TÜV_+_AU_neu_!!__neue_Auspuffanlage_!!,999,control,limousine,1997,manuell,110,3_reihe,150000,5,benzin,peugeot,nein,4/4/2016 0:00,72458,4/6/2016 12:47
906,3/16/2016 20:40,Mercedes_Benz_SL_500_Sammlerzustand,31600,control,cabrio,2000,automatik,306,sl,80000,7,benzin,mercedes_benz,nein,3/16/2016 0:00,20255,3/20/2016 21:45
907,4/3/2016 14:55,Renault_Scenic_1.6_16V_Privilege,2900,test,bus,2001,manuell,107,scenic,80000,7,benzin,renault,nein,4/3/2016 0:00,97422,4/5/2016 14:15
910,4/3/2016 11:54,OPEL_SIGNUM_!,6500,control,kombi,2007,Unknown,150,signum,150000,12,diesel,opel,nein,4/3/2016 0:00,27432,4/7/2016 13:15
911,3/30/2016 18:51,BMW_316i,1000,test,coupe,1994,manuell,102,3er,150000,7,benzin,bmw,nein,3/30/2016 0:00,66333,3/30/2016 18:51
912,3/8/2016 17:52,Nissan_Qashqai_2.0_CVT_tekna,19500,control,limousine,2012,automatik,141,qashqai,50000,10,benzin,nissan,nein,3/8/2016 0:00,31303,4/7/2016 8:45
913,3/5/2016 14:49,Superb_Comfort_1_9_TDI,2500,control,limousine,2004,manuell,101,superb,150000,8,diesel,skoda,Unknown,3/2/2016 0:00,87671,3/7/2016 7:56
914,3/22/2016 11:48,Mercedes_klasse_A,5500,control,limousine,2007,manuell,80,a_klasse,150000,1,diesel,mercedes_benz,nein,3/22/2016 0:00,81245,4/6/2016 0:15
915,4/7/2016 13:06,GOLF_3_mit_Motorschaden,500,control,andere,1996,manuell,75,golf,90000,5,benzin,volkswagen,ja,4/7/2016 0:00,65207,4/7/2016 13:25
916,3/7/2016 10:40,Audi_A4_Avant_3.0_TDI_DPF_quattro_Euro4,5500,test,kombi,2005,manuell,204,a4,150000,9,diesel,audi,ja,3/7/2016 0:00,85622,3/20/2016 11:19
917,3/19/2016 22:44,Mercedes_Benz_230_TE_Klima_2._Hand_Tuev_Standheizg._Schiebedach,2900,test,kombi,1991,automatik,132,andere,150000,11,benzin,mercedes_benz,nein,3/19/2016 0:00,14776,4/7/2016 12:17
918,3/28/2016 16:53,Volkswagen_Passat_Variant_1.9_TDI,3300,test,kombi,2002,manuell,131,passat,150000,11,diesel,volkswagen,nein,3/28/2016 0:00,54550,3/28/2016 16:53
919,4/2/2016 14:57,Volkswagen_Golf_1.6_GT_Sport,6900,test,limousine,2008,manuell,102,golf,125000,6,benzin,volkswagen,nein,4/2/2016 0:00,34626,4/6/2016 13:44
920,4/3/2016 14:58,Mercedes_Benz_A_140_Classic_fun,1850,test,limousine,2000,manuell,82,a_klasse,150000,8,benzin,mercedes_benz,nein,4/3/2016 0:00,51766,4/5/2016 14:15
921,4/4/2016 15:54,Opel_Astra_Cabrio_Bertone_2.0,4999,test,cabrio,1994,manuell,116,astra,150000,5,benzin,opel,nein,4/4/2016 0:00,86482,4/6/2016 17:44
922,3/19/2016 12:54,"Audi_TTS_Coupe_S_tronic_8_fach_19""_18""",18789,test,coupe,2008,automatik,272,tt,150000,4,benzin,audi,nein,3/19/2016 0:00,35088,4/4/2016 16:16
923,3/11/2016 12:52,Honda_Civic_1.4i_S,1000,test,limousine,1996,automatik,90,civic,90000,3,benzin,honda,nein,3/11/2016 0:00,84048,3/20/2016 21:46
926,3/25/2016 11:46,Seat_Ibiza_1.4,550,test,kleinwagen,1997,manuell,60,ibiza,150000,9,benzin,seat,nein,3/25/2016 0:00,6712,4/6/2016 12:15
927,3/27/2016 11:55,Astra_j_1.6_Turbo_Cosmo,10200,test,limousine,2010,manuell,179,astra,60000,3,benzin,opel,nein,3/27/2016 0:00,51580,4/3/2016 7:16
928,3/29/2016 15:59,Volkswagen_Golf_Variant_1.9_TDI_Trendline,6600,control,kombi,2008,manuell,105,golf,150000,9,diesel,volkswagen,nein,3/29/2016 0:00,72469,4/6/2016 2:15
929,3/12/2016 16:59,Mercedes_C320t_cdi______Wolf_im_Schafspelz!,7430,control,kombi,2006,automatik,224,c_klasse,150000,10,diesel,mercedes_benz,nein,3/12/2016 0:00,58809,4/5/2016 4:49
930,3/10/2016 9:47,Schoener_VW_Polo_Baujahr_1996_mit_TueV_bis_2017_und_AHK,999,test,kleinwagen,1996,manuell,45,polo,150000,6,benzin,volkswagen,nein,3/10/2016 0:00,49324,4/6/2016 7:16
931,4/4/2016 16:47,Opel_Astra_1.4_Caravan_2.Hand,3999,test,kombi,2009,manuell,90,astra,150000,3,benzin,opel,nein,4/4/2016 0:00,91284,4/6/2016 18:45
932,4/4/2016 19:48,VW_Passat_2.0,4250,test,limousine,2004,manuell,116,passat,150000,11,benzin,volkswagen,nein,4/4/2016 0:00,33659,4/7/2016 13:16
935,3/8/2016 23:37,Seat_Arosa_1.0_Stella,1299,control,kleinwagen,2001,manuell,50,arosa,125000,8,benzin,seat,nein,3/8/2016 0:00,31020,4/2/2016 22:46
936,3/12/2016 14:44,Volkswagen_Golf_Variant_1.9_TDI_Comfortline,2000,test,kombi,2002,manuell,101,golf,150000,4,diesel,volkswagen,nein,3/12/2016 0:00,45663,4/6/2016 23:17
937,4/2/2016 16:37,Opel_zafira_A,2300,control,bus,2004,manuell,125,zafira,150000,4,Unknown,opel,nein,4/2/2016 0:00,67596,4/6/2016 15:17
938,3/25/2016 12:40,Mercedes_Benz_C_200__Avantgarde____Unfallauto!,13000,test,limousine,2014,manuell,184,c_klasse,20000,4,benzin,mercedes_benz,ja,3/25/2016 0:00,30880,4/2/2016 15:15
939,3/23/2016 11:48,Volvo_V40_2.0,699,test,kombi,1996,automatik,140,v40,150000,10,benzin,volvo,nein,3/23/2016 0:00,10317,3/23/2016 11:48
940,3/15/2016 18:51,Renault_R_4_L,1500,control,kleinwagen,1984,manuell,29,andere,125000,4,benzin,renault,nein,3/15/2016 0:00,67310,3/25/2016 16:18
941,3/7/2016 18:47,Golf_IV_TDI_Variant__Gruene_Plakette!!!,2800,control,kombi,2003,manuell,101,golf,150000,10,diesel,volkswagen,nein,3/7/2016 0:00,40237,3/9/2016 8:17
942,3/28/2016 14:42,Peugeot_208_GTI_200_THP,15850,test,kleinwagen,2014,manuell,200,2_reihe,5000,6,benzin,peugeot,nein,3/28/2016 0:00,66424,4/4/2016 16:46
943,3/20/2016 13:55,Opel_Vectra_1.6_Automatik__TÜV_NEU,1000,test,limousine,1997,automatik,101,vectra,150000,6,benzin,opel,nein,3/20/2016 0:00,21279,4/6/2016 15:45
944,3/22/2016 12:58,Renault_Wind_TCe_100_Dynamique,8299,control,cabrio,2010,manuell,101,andere,50000,7,benzin,renault,nein,3/22/2016 0:00,24143,4/6/2016 2:16
945,3/11/2016 21:48,Fiat_Doblo_1.9_JTD,2499,test,bus,2005,manuell,105,doblo,150000,3,diesel,fiat,nein,3/11/2016 0:00,83098,3/17/2016 11:46
946,3/7/2016 20:54,Opel_Astra_1.9_CDTI___Klima___Tuev/Au_07.2017__TOP,2950,test,kombi,2006,manuell,120,astra,150000,10,diesel,opel,nein,3/7/2016 0:00,75173,3/12/2016 7:44
947,3/12/2016 16:51,Schoener_Mitsubishi_CJO_mit_Klima,600,control,coupe,2003,manuell,82,colt,150000,2,benzin,mitsubishi,nein,3/12/2016 0:00,41517,3/14/2016 9:15
948,3/25/2016 22:51,Volvo_S60_D3_RDesign_Klimaaut_Navi__Xenon__Rueckfahrkam,20850,control,limousine,2011,manuell,193,s60,50000,6,diesel,volvo,nein,3/25/2016 0:00,45699,4/3/2016 11:15
949,3/21/2016 9:37,Toyota_Yaris_1.0_VVT_i,4999,control,kleinwagen,2008,manuell,69,yaris,40000,5,benzin,toyota,nein,3/21/2016 0:00,24114,4/6/2016 3:46
950,4/1/2016 8:37,C_Klasse_Sportcoupe_Kompressor,2500,test,kombi,2002,manuell,163,c_klasse,150000,7,benzin,mercedes_benz,Unknown,4/1/2016 0:00,71720,4/7/2016 6:17
951,3/28/2016 19:45,Volkswagen_Passat_Variant_1_8,1900,control,kombi,1997,manuell,125,passat,150000,10,benzin,volkswagen,nein,3/28/2016 0:00,29565,4/1/2016 4:47
952,3/19/2016 23:55,Top_gepflegter_Toyota_Yaris_ideal_fuer_Fahranfaenger__TÜV_bis_2017!,1800,control,kleinwagen,2001,manuell,68,yaris,150000,5,benzin,toyota,Unknown,3/19/2016 0:00,45699,4/4/2016 11:44
953,3/22/2016 14:53,Skoda_Octavia_1.9_TDI_Combi,2850,control,kombi,2000,manuell,110,octavia,150000,12,diesel,skoda,nein,3/22/2016 0:00,49152,4/6/2016 4:16
954,3/27/2016 15:51,Volkswagen_Caddy_2.0_EcoFuel_Kasten_LKW_55tkm,5950,control,kombi,2008,manuell,109,caddy,60000,8,cng,volkswagen,nein,3/27/2016 0:00,33615,4/3/2016 12:25
956,4/3/2016 17:41,BMW_320i_Cabrio_Aut.,25000,test,cabrio,2013,automatik,170,3er,40000,7,benzin,bmw,nein,4/3/2016 0:00,45665,4/3/2016 17:41
957,3/17/2016 22:51,Kein_Rost_Heizung_neu_Anhaengerkupplung,600,test,kombi,1998,manuell,139,laguna,150000,12,benzin,renault,nein,3/17/2016 0:00,66333,4/1/2016 19:47
958,3/22/2016 18:43,Volkswagen_Polo_50,750,control,kleinwagen,1997,manuell,50,polo,150000,1,benzin,volkswagen,nein,3/22/2016 0:00,51371,3/22/2016 18:43
959,3/17/2016 20:56,VW_Bus_unfallschaden,1250,control,bus,1999,manuell,102,transporter,150000,4,diesel,volkswagen,ja,3/17/2016 0:00,19258,4/7/2016 10:15
960,3/18/2016 13:06,Renault_Kangoo__F__1.4_KC,850,test,Unknown,2016,manuell,75,kangoo,150000,10,benzin,renault,nein,3/18/2016 0:00,56244,3/18/2016 18:42
961,4/4/2016 13:49,BMW_318ti_compact,3399,control,limousine,2003,manuell,143,3er,150000,8,benzin,bmw,ja,4/4/2016 0:00,92533,4/6/2016 15:16
962,3/7/2016 13:45,Citroën_C3_Pluriel_1_4i_Bivalent,2200,control,kleinwagen,2005,manuell,74,c3,125000,5,benzin,citroen,nein,3/7/2016 0:00,49084,3/7/2016 13:45
963,4/4/2016 16:38,MG_MGF_1.8i,2999,test,cabrio,1996,manuell,120,Unknown,70000,9,benzin,sonstige_autos,nein,4/4/2016 0:00,55578,4/6/2016 18:16
964,3/14/2016 19:54,BMW_320i_Touring,16000,control,kombi,2010,manuell,170,3er,90000,10,benzin,bmw,nein,3/14/2016 0:00,54456,4/6/2016 5:46
967,3/6/2016 23:42,Mercedes_Benz_230_E___W124___Autom.___Nur_124.000km,3990,control,limousine,1989,automatik,132,andere,125000,4,benzin,mercedes_benz,nein,3/6/2016 0:00,40221,3/7/2016 18:45
968,3/17/2016 17:38,Mazda_MX_5_1.6i_16V,2990,control,cabrio,2003,manuell,110,mx_reihe,150000,9,benzin,mazda,nein,3/17/2016 0:00,83486,3/23/2016 5:46
969,3/10/2016 21:50,kastenwagen_bj_88_diesel,2700,control,andere,1988,manuell,84,andere,150000,3,diesel,volkswagen,nein,3/10/2016 0:00,50858,3/25/2016 17:19
970,3/8/2016 21:52,Mercedes_Benz_E_200_T_CDI_DPF_BlueEFFICIENCY_7G_TRONIC_Avantga,22000,control,kombi,2012,automatik,136,e_klasse,50000,8,diesel,mercedes_benz,nein,3/8/2016 0:00,86154,3/25/2016 7:15
971,3/24/2016 9:36,Mercedes_Benz_C180_Kompresor,3200,control,limousine,2003,manuell,143,c_klasse,150000,5,benzin,mercedes_benz,Unknown,3/24/2016 0:00,97084,4/6/2016 22:45
972,3/28/2016 21:45,VW_Golf_III_Automatik,1700,control,kleinwagen,1996,automatik,75,golf,100000,1,benzin,volkswagen,Unknown,3/28/2016 0:00,24226,4/7/2016 4:17
973,3/20/2016 19:50,Fiat_Doblo_Cargo_Natural_Power,799,test,bus,2005,Unknown,103,doblo,150000,9,cng,fiat,ja,3/20/2016 0:00,74821,3/21/2016 23:18
975,4/3/2016 0:58,Alfa_Romeo_156_2.0_16V_Twin_Spark,850,control,limousine,2001,manuell,150,156,150000,1,benzin,alfa_romeo,nein,4/2/2016 0:00,91722,4/7/2016 9:15
976,3/11/2016 14:58,Chevrolet_Matiz_0.8_Tuev_8/17_1.Hand_55.000km_8fach_bereift,1500,control,kleinwagen,2006,manuell,52,matiz,60000,5,benzin,chevrolet,nein,3/11/2016 0:00,98587,3/14/2016 12:17
977,3/8/2016 10:45,Citroën_C5_2.0_16V_Aut._Exclusive,2999,test,limousine,2006,automatik,140,c5,125000,5,benzin,citroen,nein,3/8/2016 0:00,6110,3/9/2016 7:46
978,3/12/2016 15:44,BMW_e36_Compact,500,control,kleinwagen,1998,manuell,102,3er,5000,3,benzin,bmw,Unknown,3/12/2016 0:00,85567,4/7/2016 2:46
979,3/6/2016 16:38,Mazda_6_Sport_2.2_CD_DPF_Sports_Line,11300,test,limousine,2010,manuell,179,6_reihe,125000,6,diesel,mazda,nein,3/6/2016 0:00,21035,3/21/2016 19:16
980,3/9/2016 12:38,Golf_3_TDI,799,control,limousine,1997,manuell,110,golf,150000,4,diesel,volkswagen,Unknown,3/9/2016 0:00,82362,4/5/2016 19:44
981,3/8/2016 13:58,Chevrolet_Captiva_2.2_TD_AWD_LTZ,21900,control,suv,2013,manuell,184,captiva,30000,10,diesel,chevrolet,nein,3/8/2016 0:00,58285,4/6/2016 0:16
983,3/20/2016 14:47,Toyota_Corolla_1.4_LPG_Gasanlage,4500,test,kleinwagen,2005,manuell,96,corolla,150000,10,lpg,toyota,nein,3/20/2016 0:00,50765,4/6/2016 18:15
985,3/10/2016 20:51,Mercedes_Benz_C_180_CGI_Automatik_BlueEFFICIENCY,14500,test,limousine,2009,automatik,156,c_klasse,30000,12,benzin,mercedes_benz,nein,3/10/2016 0:00,76227,3/10/2016 20:51
987,4/4/2016 13:44,Renault_Megane_1.6_Coupe_Cabriolet,6500,control,cabrio,2004,manuell,113,megane,60000,5,benzin,renault,nein,4/4/2016 0:00,90571,4/6/2016 14:45
988,3/9/2016 12:50,Fiat_Panda_45__45__CL,1500,control,kleinwagen,1986,manuell,45,panda,100000,2,benzin,fiat,ja,3/9/2016 0:00,52146,3/14/2016 17:17
989,3/24/2016 22:51,OPEL_Astra_1.6__TÜV__10/2017_,1850,control,limousine,1999,Unknown,101,astra,150000,10,benzin,opel,Unknown,3/24/2016 0:00,49163,4/3/2016 22:15
990,3/7/2016 15:55,Mercedes_Benz_E_200_CDI,1050,control,limousine,2002,manuell,116,e_klasse,150000,4,diesel,mercedes_benz,nein,3/7/2016 0:00,45663,4/5/2016 12:16
992,3/31/2016 23:45,Ford_Windstar,600,control,bus,2001,automatik,146,andere,150000,6,benzin,ford,ja,3/31/2016 0:00,15537,4/4/2016 17:47
993,3/15/2016 17:52,Volkswagen_Caravelle_Kurz,8999,control,bus,2008,manuell,102,transporter,150000,5,diesel,volkswagen,nein,3/15/2016 0:00,49152,3/21/2016 16:50
994,3/24/2016 11:41,Audi_A3_1.6l_mit_Volllederaustattung_Navi,6800,test,limousine,2006,manuell,102,a3,150000,2,benzin,audi,nein,3/24/2016 0:00,27432,3/27/2016 7:44
995,3/23/2016 8:54,BMW_535i,3000,control,limousine,1988,manuell,211,5er,150000,3,benzin,bmw,nein,3/23/2016 0:00,12309,3/30/2016 17:47
997,3/8/2016 20:58,Audi_A4_Avant_2.7_TDI_DPF_multitronic_/_Automatic,11900,control,kombi,2009,automatik,190,a4,150000,2,diesel,audi,Unknown,3/8/2016 0:00,12247,3/19/2016 6:15
998,3/22/2016 19:46,VW_EOS_2.0TFSI_19zoll_Omanyt_H&R_Federn,9500,test,cabrio,2006,manuell,200,eos,100000,6,benzin,volkswagen,nein,3/22/2016 0:00,6842,4/5/2016 23:46
1000,3/26/2016 18:43,MB320cdi_Tausch_moeglich_nur_gleichwertige_Autos_keine_a6,13500,test,limousine,2008,automatik,235,s_klasse,150000,1,diesel,mercedes_benz,nein,3/26/2016 0:00,58708,4/2/2016 10:15
1001,4/5/2016 11:45,Mercedes_Benz_Vito_111_CDI_Lang,6500,test,bus,2005,manuell,109,vito,150000,1,diesel,mercedes_benz,nein,4/5/2016 0:00,23843,4/5/2016 11:45
1003,4/3/2016 14:50,Renault_Clio_1.6_16V_Edition_Dynamique,3450,test,kleinwagen,2007,manuell,88,clio,150000,5,benzin,renault,nein,4/3/2016 0:00,50189,4/5/2016 13:47
1004,4/4/2016 15:47,Passat_3bg_1.9_TDI_Highline,3299,test,kombi,2004,manuell,101,passat,150000,3,Unknown,volkswagen,nein,4/4/2016 0:00,33758,4/6/2016 17:17
1005,4/1/2016 22:57,Golf_2_Euro_2_Schwarz_1_3_L_14_Jahre_meiner__Tuev_12.17._Faehrt_gut,950,test,kleinwagen,1991,manuell,54,golf,150000,3,benzin,volkswagen,nein,4/1/2016 0:00,12249,4/5/2016 22:45
1006,3/22/2016 0:56,Citroën_C5_Kombi_1.8_SX,1400,control,kombi,2002,manuell,116,c5,30000,3,benzin,citroen,nein,3/22/2016 0:00,63911,4/5/2016 16:44
1007,3/10/2016 21:48,Rennkaefer_fuer_viertel_Meile__sehr_viele_Eintragungen,2250,control,Unknown,1985,manuell,95,kaefer,150000,6,benzin,volkswagen,Unknown,3/10/2016 0:00,27442,3/15/2016 13:44
1008,3/21/2016 20:40,Smart_smart_roadster,5250,control,cabrio,2004,automatik,107,roadster,150000,4,benzin,smart,nein,3/21/2016 0:00,94469,3/30/2016 9:17
1010,3/15/2016 14:50,Volkswagen_Golf_2.0_TDI_8V_Motor_BMM_DPF_Goal,4200,control,limousine,2006,manuell,140,golf,150000,10,diesel,volkswagen,ja,3/15/2016 0:00,79793,3/31/2016 12:45
1012,3/24/2016 14:46,Volkswagen_Polo_1.4,9990,test,kleinwagen,2011,manuell,86,polo,20000,3,benzin,volkswagen,nein,3/24/2016 0:00,38448,4/7/2016 6:17
1014,4/5/2016 16:36,Honda_Jazz_1.2_Cool,2200,test,kleinwagen,2006,manuell,77,jazz,80000,12,benzin,honda,ja,4/5/2016 0:00,89150,4/5/2016 16:36
1015,3/24/2016 16:54,Renault_Clio_1.2_16V_Edition_Dynamique,4200,control,kleinwagen,2006,manuell,75,clio,20000,5,benzin,renault,nein,3/24/2016 0:00,10963,3/29/2016 2:17
1016,3/13/2016 19:38,A6_2.0_TDI_DPF_Garantie_Start_Stop_Navi,13000,control,limousine,2011,manuell,177,a6,80000,9,diesel,audi,nein,3/13/2016 0:00,10115,3/13/2016 19:38
1017,3/16/2016 16:53,Opel_Corsa_1.0_12V,1950,control,kleinwagen,2001,manuell,58,corsa,150000,7,benzin,opel,nein,3/16/2016 0:00,48165,3/17/2016 15:16
1018,3/14/2016 18:41,Opel_Corsa_B_2_L_16V,900,test,kleinwagen,1994,manuell,150,corsa,125000,5,benzin,opel,nein,3/14/2016 0:00,26624,3/20/2016 8:15
1019,4/4/2016 13:55,Audi_A7_3.0_TDI_quattro_S_tronic,26999,control,coupe,2011,automatik,245,andere,150000,5,diesel,audi,nein,4/4/2016 0:00,26409,4/6/2016 15:16
1020,4/6/2016 22:25,Renault_Trafic_2.5_dCi_FAP_150_L1H1_Komfort,10000,control,bus,2008,automatik,145,andere,150000,8,diesel,renault,nein,4/6/2016 0:00,56076,4/6/2016 22:25
1023,3/31/2016 19:41,Smart_fortwo_451_Weiss_/Silber_71/84PS_und_Standheizung_Top,5100,control,coupe,2010,automatik,84,fortwo,70000,4,benzin,smart,nein,3/31/2016 0:00,66583,4/6/2016 13:45
1024,3/5/2016 14:25,Ford_Fiesta_1.25_Trend,4900,test,kleinwagen,2008,manuell,82,fiesta,125000,9,benzin,ford,nein,3/4/2016 0:00,56072,3/10/2016 8:46
1025,3/27/2016 18:50,Opel_omega_b_mit_leichtem_tuning,1500,control,limousine,1996,manuell,136,omega,150000,1,benzin,opel,nein,3/27/2016 0:00,32351,3/29/2016 8:45
1026,3/14/2016 10:57,Piaggio__PIAGGIO_PORTER_KIPPER_S_90_DIESEL,3250,control,bus,2011,manuell,64,Unknown,70000,7,diesel,sonstige_autos,ja,3/14/2016 0:00,63454,3/16/2016 1:15
1027,3/26/2016 15:47,Volkswagen_Polo_1.6_TDI_DSG_Comfortline,13450,test,kleinwagen,2013,automatik,90,polo,50000,4,diesel,volkswagen,nein,3/26/2016 0:00,35423,4/6/2016 3:46
1028,3/26/2016 16:39,Audi_A4_Avant_2.7_TDI_DPF_multitronic_Attraction_NAVI,10900,control,kombi,2009,automatik,190,a4,150000,5,diesel,audi,nein,3/26/2016 0:00,73655,4/6/2016 4:45
1029,3/12/2016 17:51,Skoda_Fabia_1.4_16V_100_PS_Comfort_LPG_Autogas,1750,test,kleinwagen,2000,manuell,101,fabia,150000,5,lpg,skoda,nein,3/12/2016 0:00,26487,3/22/2016 3:45
1030,4/3/2016 18:48,Opel_Astra_GTC_2.0_Turbo_Sport,4200,control,limousine,2006,manuell,170,astra,150000,2,benzin,opel,nein,4/3/2016 0:00,99880,4/5/2016 19:18
1032,3/7/2016 21:37,Volkswagen_Polo_1.2_Comfortline,5250,control,kleinwagen,2008,manuell,69,polo,90000,4,benzin,volkswagen,nein,3/7/2016 0:00,40549,4/4/2016 10:15
1035,3/26/2016 22:57,Volkswagen_Polo_50_Servo,990,test,kleinwagen,1997,manuell,50,polo,150000,5,benzin,volkswagen,nein,3/26/2016 0:00,34431,3/28/2016 20:19
1039,3/21/2016 16:56,Skoda_Praktik_1.6_TDI,6500,control,bus,2012,manuell,90,andere,125000,4,diesel,skoda,nein,3/21/2016 0:00,56729,4/6/2016 16:46
1040,4/2/2016 21:55,Saab_9_3_2.0i_t_Cabrio_SE,5250,test,cabrio,2000,manuell,154,andere,150000,6,benzin,saab,nein,4/2/2016 0:00,49811,4/6/2016 23:45
1041,3/7/2016 14:55,Mercedes_Benz_A_160_Elegance,1900,control,limousine,1998,manuell,102,a_klasse,80000,12,benzin,mercedes_benz,nein,3/7/2016 0:00,85540,4/7/2016 6:46
1042,3/15/2016 23:43,Ford_KA_HU/TÜV_bis_02/2018_nur_68000_km_Gepflegt_sauberes_auto_!!,1250,control,kleinwagen,2006,manuell,69,ka,70000,3,benzin,ford,nein,3/15/2016 0:00,20539,4/7/2016 9:45
1043,3/21/2016 12:26,BMW_320d_Coupe_M3_Austattung!_Sehr_gepflegt!,15500,control,coupe,2008,manuell,177,3er,150000,1,diesel,bmw,nein,3/21/2016 0:00,60385,4/6/2016 16:16
1045,3/10/2016 13:38,w124_cabrio,9000,test,cabrio,1994,manuell,136,e_klasse,150000,9,benzin,mercedes_benz,nein,3/10/2016 0:00,71065,4/7/2016 8:15
1046,3/16/2016 12:53,Mercedes_Benz_E_280_CDI_7G_TRONIC,13500,test,limousine,2008,automatik,190,e_klasse,150000,11,diesel,mercedes_benz,nein,3/16/2016 0:00,65795,3/22/2016 9:16
1047,3/12/2016 21:48,Ford_Fiesta_1.3,1750,test,kleinwagen,2004,manuell,60,fiesta,150000,11,benzin,ford,nein,3/12/2016 0:00,51061,3/17/2016 2:47
1049,3/5/2016 21:54,Mercedes_Benz_E_200_T_CDI_DPF_BlueEFFICIENCY_Automatik_Merced,9800,test,kombi,2010,automatik,136,e_klasse,150000,4,diesel,mercedes_benz,nein,3/5/2016 0:00,27749,4/1/2016 6:17
1050,3/16/2016 15:25,MINI_Mini_Cooper_Cabrio_Chili/Sitzh./Garagenwagen,13700,test,cabrio,2010,manuell,122,cooper,80000,11,benzin,mini,nein,3/16/2016 0:00,65191,3/26/2016 11:15
